algorithm_time,avg_time_points,avg_tracks,conflicting_visit_pairs,conflicts,cost,delay_cost_type,exit_code,external_status,index,iterations,lb,max_time_points,name,num_conflicts,num_time_points,num_traveltime,objective_iters,resource_iters,sol_time,solver_name,solver_time,status,total_time,trains,travel_and_resource_iters,travel_iters,ub
0.04290294,3.300724637681159,19.214284896850586,1175,33,4292,Continuous,,,60,89,4292,11,stationA4,107,1822,1026,89,1,162.744553,SatDddSclTotalizer,0.113966392,ok,0.156868282,14,44,32,4292
0.07018624999999999,3.229957805907173,19.25,876,33,4300,Continuous,,,61,74,4300,21,stationA5,96,1531,844,74,1,170.511255,SatDddSclTotalizer,0.094461693,ok,0.164647035,12,38,23,4300
0.04406371899999999,3.0392156862745097,18.625,307,33,3513,Continuous,,,62,85,3513,15,stationA6,63,930,490,85,1,148.367212,SatDddSclTotalizer,0.09732211,ok,0.141384966,8,36,37,3513
0.016359338,2.8190476190476192,12.625,126,33,2126,Continuous,,,63,101,2126,7,stationA7,21,592,325,101,1,47.427848,SatDddSclTotalizer,0.029627013,ok,0.045985603,8,13,78,2126
,,,,,,cont,124,external_timeout,64,,,,stationA8,,,,,,341886,sat_ddd_scl_totalizer,,external_timeout,341.886,,,,
1.049059176,6.9440389294403895,20.049999237060547,2616,33,11769,Continuous,,,65,149,11769,40,stationA9,642,5708,3634,149,1,81915.673604,SatDddSclTotalizer,70.109278338,ok,71.158335561,20,128,8,11769
0.8820815450000001,4.481889763779527,18.176469802856445,1632,33,8823,Continuous,,,66,115,8823,38,stationA10,402,2846,1576,115,1,3473.503913,SatDddSclTotalizer,2.549621077,ok,3.431701299,17,99,6,8823
27.536627553000017,10.700903861955629,20.482759475708008,6144,33,,Continuous,,,67,72,21565,92,stationA11,2412,13023,6911,72,1,300374.702263,SatDddSclTotalizer,272.838076227,timeout,300.374702263,29,70,0,34847
11.851956633999976,8.217041800643086,21.714284896850586,6393,33,,Continuous,,,68,51,21853,73,stationA12,1706,10222,5396,51,1,300330.316437,SatDddSclTotalizer,288.478361339,timeout,300.330316437,28,47,0,24974
,,,,,,cont,101,panic,69,,,,stationB1,,,,,,191023,sat_ddd_scl_totalizer,,panic,191.023,,,,
0.137571792,3.4313725490196076,14.800000190734863,87,25,11800,Continuous,,,70,77,11800,13,stationB2,68,525,264,77,1,337.570292,SatDddSclTotalizer,0.18711594,ok,0.324686646,5,40,23,11800
0.003083629,3.606936416184971,16.799999237060547,136,20,719,Continuous,,,71,41,719,12,stationB3,46,624,335,41,1,6.897204,SatDddSclTotalizer,0.003534377,ok,0.006617365,5,23,17,719
5.768483482999997,5.077507598784194,15.949999809265137,2246,25,66672,Continuous,,,72,68,66672,37,stationB4,394,3341,1874,68,1,119776.712089,SatDddSclTotalizer,103.038576847,ok,108.807059094,20,52,0,66672
0.08089060399999999,5.2349726775956285,17.799999237060547,136,25,8605,Continuous,,,73,66,8605,20,stationB5,109,958,553,66,1,145.75555,SatDddSclTotalizer,0.057058604,ok,0.137948385,5,29,24,8605
0.0034840820000000003,2.089171974522293,15.199999809265137,93,25,461,Continuous,,,74,58,461,4,stationB6,9,328,143,58,1,8.804592,SatDddSclTotalizer,0.004965455,ok,0.008448823,5,5,43,461
,,,,,,cont,101,panic,75,,,,stationB7,,,,,,94983,sat_ddd_scl_totalizer,,panic,94.983,,,,
0.003057725,2.2446043165467624,13.399999618530273,72,25,7826,Continuous,,,76,50,7826,6,stationB8,12,312,135,50,1,7.361669,SatDddSclTotalizer,0.004031182,ok,0.007088288,5,7,30,7826
0.019236582,2.6294416243654823,13.571428298950195,150,25,12092,Continuous,,,77,35,12092,6,stationB9,39,518,231,35,1,28.000841,SatDddSclTotalizer,0.006923101,ok,0.026158286,7,22,10,12092
0.017673959999999996,1.9839572192513368,12.857142448425293,126,25,9166,Continuous,,,78,82,9166,5,stationB10,10,371,146,82,1,34.392221,SatDddSclTotalizer,0.015569287,ok,0.033242322,7,6,65,9166
21.267234677999966,5.667924528301887,15.399999618530273,3202,25,,Continuous,,,79,56,74150,37,stationB11,600,4506,2539,56,1,300107.432804,SatDddSclTotalizer,278.840199137,timeout,300.107432804,25,51,0,78037
,,,,,,cont,101,panic,80,,,,stationB12,,,,,,72774,sat_ddd_scl_totalizer,,panic,72.774,,,,
