algorithm_time,avg_time_points,avg_tracks,conflicting_visit_pairs,conflicts,cost,delay_cost_type,exit_code,external_status,index,iterations,lb,max_time_points,name,num_conflicts,num_time_points,num_traveltime,objective_iters,resource_iters,sol_time,solver_name,solver_time,status,total_time,trains,travel_and_resource_iters,travel_iters,ub
4.465660503,2.128205128205128,16.214284896850586,970,25,32908,Continuous,,,45,32,32908,17,trackB12,83,996,310,32,1,4947.503149,SatDddSclTotalizer,0.439843758,ok,4.90550305,14,15,1,32908
0.055831830000000006,3.287581699346405,14.800000190734863,87,25,11360,Continuous,,,46,47,11360,16,trackB2,71,503,224,47,1,97.441362,SatDddSclTotalizer,0.035758038,ok,0.091588584,5,31,2,11360
0.004415997,3.3236994219653178,16.799999237060547,136,20,861,Continuous,,,47,63,861,9,trackB3,41,575,306,63,1,11.203068,SatDddSclTotalizer,0.006397741,ok,0.010813058,5,22,32,861
4.64855751,3.685410334346505,15.949999809265137,2246,25,64590,Continuous,,,48,56,64590,29,trackB4,307,2425,1157,56,1,7697.107924,SatDddSclTotalizer,2.853986371,ok,7.502542641,20,40,0,64590
0.011872839999999999,3.1420765027322406,17.799999237060547,136,25,7474,Continuous,,,49,60,7474,7,trackB5,43,575,290,60,1,25.425311,SatDddSclTotalizer,0.01265229,ok,0.024524432,5,19,37,7474
0.0018947329999999996,1.8089171974522293,15.199999809265137,93,25,209,Continuous,,,50,37,209,4,trackB6,6,284,107,37,1,4.52959,SatDddSclTotalizer,0.002374428,ok,0.004268418,5,2,34,209
19.49072263,3.5343915343915344,15.25,2865,25,63820,Continuous,,,51,60,63820,17,trackB7,306,2672,1341,60,1,31247.685503,SatDddSclTotalizer,8.03128545,ok,27.522007111,24,44,0,63820
0.006438196,2.2302158273381294,13.399999618530273,72,25,7951,Continuous,,,52,54,7951,6,trackB8,17,310,131,54,1,12.76735,SatDddSclTotalizer,0.005760757,ok,0.012198061,5,11,33,7951
0.007395148999999999,4.050761421319797,13.571428298950195,150,25,10834,Continuous,,,53,38,10834,20,trackB9,102,798,379,38,1,11.825336,SatDddSclTotalizer,0.003831696,ok,0.011226065,7,27,0,10834
0.00875665,1.588235294117647,12.857142448425293,126,25,7403,Continuous,,,54,31,7403,7,trackB10,16,297,64,31,1,12.731364,SatDddSclTotalizer,0.002984043,ok,0.01174001,7,8,10,7403
17.013848420999995,4.026415094339622,15.399999618530273,3202,25,77669,Continuous,,,55,75,77669,21,trackB11,343,3201,1740,75,1,45190.759539,SatDddSclTotalizer,24.311148196,ok,41.324995328,25,57,1,77669
19.422744390000002,2.893162393162393,16.214284896850586,970,25,45352,Continuous,,,56,48,45352,24,trackB12,152,1354,554,48,1,29214.518932,SatDddSclTotalizer,6.148062348,ok,25.570803560999998,14,30,2,45352
,,,,,,cont,124,external_timeout,57,,,,stationA1,,,,,,144320,sat_ddd_scl_totalizer,,external_timeout,144.32,,,,
,,,,,,cont,124,external_timeout,58,,,,stationA2,,,,,,143754,sat_ddd_scl_totalizer,,external_timeout,143.754,,,,
0.1643270939999999,4.098360655737705,22.375,2061,33,6656,Continuous,,,59,104,6656,16,stationA3,199,3000,1828,104,1,2242.172688,SatDddSclTotalizer,2.059200852,ok,2.223526732,16,72,19,6656
0.055265119,3.6449275362318843,19.214284896850586,1175,33,4128,Continuous,,,60,93,4128,17,stationA4,146,2012,1175,93,1,238.417857,SatDddSclTotalizer,0.17575843,ok,0.231022442,14,61,20,4128
0.1717353800000001,5.116033755274262,19.25,876,33,4542,Continuous,,,61,140,4542,31,stationA5,339,2425,1466,140,1,1243.689507,SatDddSclTotalizer,1.054124477,ok,1.225858741,12,110,18,4542
0.01651865,2.6143790849673203,18.625,307,33,3311,Continuous,,,62,58,3311,12,stationA6,53,800,374,58,1,32.282531,SatDddSclTotalizer,0.013933773,ok,0.030451678,8,28,18,3311
0.015792316000000004,2.842857142857143,12.625,126,33,2200,Continuous,,,63,96,2200,7,stationA7,26,597,330,96,1,47.302542,SatDddSclTotalizer,0.029812888,ok,0.045604353,8,16,69,2200
13.002990052000001,8.082652134423252,19.88888931274414,4862,33,,Continuous,,,64,54,22064,45,stationA8,1362,8899,4856,54,1,120212.73254499999,SatDddSclTotalizer,107.209743898,timeout,120.212732545,27,52,0,42013
2.615508022,7.431873479318734,20.049999237060547,2616,33,13706,Continuous,,,65,107,13706,38,stationA9,881,6109,3693,107,1,73917.328369,SatDddSclTotalizer,64.446276262,ok,67.061783234,20,93,0,13706
1.3165968760000002,5.78740157480315,18.176469802856445,1632,33,9282,Continuous,,,66,151,9282,35,stationA10,440,3675,2323,151,1,17614.070904,SatDddSclTotalizer,12.849444784,ok,14.16604021,17,119,20,9282
,,,,,,cont,124,external_timeout,67,,,,stationA11,,,,,,143740,sat_ddd_scl_totalizer,,external_timeout,143.74,,,,
,,,,,,cont,101,panic,68,,,,stationA12,,,,,,49390,sat_ddd_scl_totalizer,,panic,49.39,,,,
,,,,,,cont,124,external_timeout,69,,,,stationB1,,,,,,143429,sat_ddd_scl_totalizer,,external_timeout,143.429,,,,
0.12870715500000002,3.183006535947712,14.800000190734863,87,25,11174,Continuous,,,70,49,11174,12,stationB2,46,487,232,49,1,220.249292,SatDddSclTotalizer,0.077562014,ok,0.206268249,5,26,9,11174
0.004471210999999999,3.6878612716763004,16.799999237060547,136,20,907,Continuous,,,71,44,907,13,stationB3,51,638,349,44,1,9.237556,SatDddSclTotalizer,0.00431433,ok,0.008784899,5,24,19,907
6.9270735210000005,5.51063829787234,15.949999809265137,2246,25,68255,Continuous,,,72,104,68255,34,stationB4,469,3626,2134,104,1,25105.481711,SatDddSclTotalizer,14.463313272,ok,21.390385339,20,87,2,68255
0.19077529300000018,5.819672131147541,17.799999237060547,136,25,8006,Continuous,,,73,137,8006,28,stationB5,117,1065,688,137,1,1352.217053,SatDddSclTotalizer,1.140289803,ok,1.331063796,5,59,68,8006
0.002837605,2.089171974522293,15.199999809265137,93,25,461,Continuous,,,74,59,461,4,stationB6,9,328,143,59,1,7.598621,SatDddSclTotalizer,0.004505626,ok,0.007342492,5,5,43,461
21.613190503,5.199735449735449,15.25,2865,25,,Continuous,,,75,60,66858,25,stationB7,454,3931,2252,60,1,120555.327391,SatDddSclTotalizer,98.942139792,timeout,120.555327391,24,52,0,67267
0.0029243919999999996,2.4676258992805757,13.399999618530273,72,25,7966,Continuous,,,76,54,7966,6,stationB8,15,343,162,54,1,6.904096,SatDddSclTotalizer,0.003693473,ok,0.006617196,5,9,32,7966
0.036587461,2.7106598984771573,13.571428298950195,150,25,12006,Continuous,,,77,53,12006,7,stationB9,35,534,251,53,1,58.849844,SatDddSclTotalizer,0.018787743,ok,0.055374184,7,18,24,12006
0.00540215,1.9037433155080214,12.857142448425293,126,25,9166,Continuous,,,78,73,9166,5,stationB10,8,356,139,73,1,12.200212,SatDddSclTotalizer,0.006350158,ok,0.011751633,7,4,55,9166
,,,,,,cont,101,panic,79,,,,stationB11,,,,,,128678,sat_ddd_scl_totalizer,,panic,128.678,,,,
15.005810667999995,5.354700854700854,16.214284896850586,970,25,,Continuous,,,80,72,25572,28,stationB12,550,2506,1156,72,1,120624.17198500001,SatDddSclTotalizer,105.618362484,timeout,120.624171985,14,57,0,25573
