algorithm_time,avg_time_points,avg_tracks,conflicting_visit_pairs,conflicts,cost,delay_cost_type,index,iterations,lb,max_time_points,name,num_conflicts,num_time_points,num_traveltime,objective_iters,resource_iters,sol_time,solver_name,solver_time,status,time_to_best_value_ms,time_to_first_solution_ms,time_to_optimality_ms,time_to_prove_best_value_ms,total_time,trains,travel_and_resource_iters,travel_iters,ub,value_trace_version
0.020743679,8.096446700507615,13.571428298950195,150,25,35,InfiniteSteps180,20,66,35,105,origB9,40,1595,517,66,1,33.523688,SatDddSclTotalizer,0.012331925,ok,11.300213999999999,11.300213999999999,33.067105,33.067105,0.033075305,7,26,34,35,1
0.020980923999999998,8.389473684210527,11.375,130,25,34,InfiniteSteps180,21,44,34,107,origB10,35,1594,457,44,1,30.82604,SatDddSclTotalizer,0.009283452,ok,11.305667999999999,11.305667999999999,30.256879,30.256879,0.030264136,8,18,20,34,1
0.14236305,10.108176100628931,15.399999618530273,3202,25,425,InfiniteSteps180,22,112,425,123,origB11,783,8036,2230,112,1,326.029973,SatDddSclTotalizer,0.180215028,ok,11.734013,11.734013,322.56140999999997,322.56140999999997,0.322577782,25,103,0,425,1
0.020833312,4.826923076923077,16.214284896850586,970,25,6,InfiniteSteps180,23,36,6,105,origB12,32,2259,232,36,1,28.902755,SatDddSclTotalizer,0.007605989,ok,11.686359,11.686359,28.430194,28.430194,0.028439039,14,14,19,6,1
0.13936446100000005,13.201930812550282,20.931034088134766,5915,33,60,InfiniteSteps180,24,181,60,139,trackA1,810,16410,8369,180,1,565.9084210000001,SatDddSclTotalizer,0.423326277,ok,562.6796029999999,31.943421999999998,562.6796029999999,459.86557,0.562690447,29,146,29,60,1
0.10881106900000004,15.754871794871795,19.0,3735,33,48,InfiniteSteps180,25,244,48,149,trackA2,782,15361,8128,243,1,732.548425,SatDddSclTotalizer,0.620739272,ok,729.540788,21.877603999999998,729.540788,644.4290040000001,0.729550095,25,161,76,48,1
0.043917187999999996,9.934426229508198,22.375,2061,33,18,InfiniteSteps180,26,106,18,120,trackA3,262,7272,3638,106,1,125.81624599999999,SatDddSclTotalizer,0.080838804,ok,11.812477,11.812477,124.742651,124.742651,0.124755694,16,81,20,18,1
0.034623552,8.958333333333334,19.214284896850586,1175,33,18,InfiniteSteps180,27,113,18,120,trackA4,155,4945,2225,113,1,90.18357400000001,SatDddSclTotalizer,0.054760856,ok,11.821619,11.821619,89.374778,89.374778,0.089384131,14,67,41,18,1
0.024546703,6.449367088607595,19.25,876,33,19,InfiniteSteps180,28,61,19,110,trackA5,84,3057,962,61,1,44.095569,SatDddSclTotalizer,0.018972879,ok,11.442313,11.442313,43.510103,43.510103,0.043519266,12,35,21,19,1
0.018431446,5.176470588235294,18.625,307,33,11,InfiniteSteps180,29,54,11,103,trackA6,23,1584,372,54,1,28.411865000000002,SatDddSclTotalizer,0.009625848,ok,11.299899,11.299899,28.048884,28.048884,0.028056977,8,13,37,11,1
0.020388422999999996,9.261904761904763,12.625,126,33,10,InfiniteSteps180,30,115,10,108,trackA7,40,1945,732,115,1,44.553042,SatDddSclTotalizer,0.023787846,ok,11.456733,11.456733,44.16795,44.16795,0.044176009,8,22,89,10,1
0.3437634629999984,52.775658492279746,19.88888931274414,4862,33,146,InfiniteSteps180,31,374,146,307,trackA8,5275,58106,29657,374,1,29033.538751999997,SatDddSclTotalizer,28.683029043,ok,28126.340967,32.029845,29026.776101,29026.776101,29.0267922,27,323,43,146,1
0.08561022800000001,14.929440389294404,20.049999237060547,2616,33,43,InfiniteSteps180,32,234,43,131,trackA9,538,12272,6744,233,1,441.505112,SatDddSclTotalizer,0.354072817,ok,439.63212200000004,21.749126,439.63212200000004,329.11514400000004,0.439682753,20,139,88,43,1
0.03679748799999999,7.2047244094488185,18.176469802856445,1632,33,33,InfiniteSteps180,33,67,33,113,trackA10,148,4575,1515,67,1,68.825123,SatDddSclTotalizer,0.030999043,ok,13.015245,13.015245,67.787556,67.787556,0.067796264,17,49,12,33,1
0.3282743179999983,59.95398520953164,20.482759475708008,6144,33,,InfiniteSteps180,34,222,68,397,trackA11,8261,72964,30776,222,1,124456.042409,SatDddSclTotalizer,124.118495942,timeout,32.06595,32.06595,,,124.446770032,29,220,0,136,1
